filename,dest_filename,source_folder,colour_family,hex,hue_degrees,saturation_pct,brightness_pct
GIUP-C01.jpg,GIUP-C01.jpg,CAT EYE / CAT EYE,Grey_Neutral,#505051,240.0,1.2,31.8
GIUP-C02.jpg,GIUP-C02.jpg,CAT EYE / CAT EYE,Green,#455042,107.1,17.5,31.4
GIUP-C03.jpg,GIUP-C03.jpg,CAT EYE / CAT EYE,Purple,#47424F,263.1,16.5,31.0
GIUP-C04.jpg,GIUP-C04.jpg,CAT EYE / CAT EYE,Red,#5A3433,1.5,43.3,35.3
GIUP-C05.jpg,GIUP-C05.jpg,CAT EYE / CAT EYE,Brown_Nude,#524343,0.0,18.3,32.2
GIUP-C06.jpg,GIUP-C06.jpg,CAT EYE / CAT EYE,Red,#58363D,347.6,38.6,34.5
GIUP-C07.jpg,GIUP-C07.jpg,CAT EYE / CAT EYE,Red,#51353C,345.0,34.6,31.8
GIUP-C08.jpg,GIUP-C08.jpg,CAT EYE / CAT EYE,Green,#4B5047,93.3,11.2,31.4
DCE1.webp,DCE1.webp,CAT EYE / DREAMY CAT EYE,Glitter_Specialty,#A3A5A5,180.0,1.2,64.7
DCE2.webp,DCE2.webp,CAT EYE / DREAMY CAT EYE,Glitter_Specialty,#B39C9A,4.8,14.0,70.2
DCE3.webp,DCE3.webp,CAT EYE / DREAMY CAT EYE,Glitter_Specialty,#BF9192,358.7,24.1,74.9
DCE4.webp,DCE4.webp,CAT EYE / DREAMY CAT EYE,Glitter_Specialty,#B796A7,329.1,18.0,71.8
FAN12.webp,FAN12.webp,CAT EYE / FAN,Other_Specialty,#4F575A,196.4,12.2,35.3
GIUP-FAN01.jpg,GIUP-FAN01.jpg,CAT EYE / FAN,Other_Specialty,#3D4C52,197.1,25.6,32.2
GIUP-FAN02.jpg,GIUP-FAN02.jpg,CAT EYE / FAN,Other_Specialty,#554138,18.6,34.1,33.3
GIUP-FAN03.jpg,GIUP-FAN03.jpg,CAT EYE / FAN,Other_Specialty,#3B3B58,240.0,33.0,34.5
GIUP-FAN04.jpg,GIUP-FAN04.jpg,CAT EYE / FAN,Other_Specialty,#46513B,90.0,27.2,31.8
GIUP-FAN05.jpg,GIUP-FAN05.jpg,CAT EYE / FAN,Other_Specialty,#544A47,13.8,15.5,32.9
GIUP-FAN06.jpg,GIUP-FAN06.jpg,CAT EYE / FAN,Other_Specialty,#5A3F3B,7.7,34.4,35.3
GIUP-FAN07.jpg,GIUP-FAN07.jpg,CAT EYE / FAN,Other_Specialty,#5C5C5C,0.0,0.0,36.1
GIUP-FAN08.jpg,GIUP-FAN08.jpg,CAT EYE / FAN,Other_Specialty,#625A4E,36.0,20.4,38.4
GIUP-FAN09.jpg,GIUP-FAN09.jpg,CAT EYE / FAN,Other_Specialty,#5B5D5E,200.0,3.2,36.9
GIUP-FAN10.jpg,GIUP-FAN10.jpg,CAT EYE / FAN,Other_Specialty,#5C5248,30.0,21.7,36.1
GIUP-FAN11.jpg,GIUP-FAN11.jpg,CAT EYE / FAN,Other_Specialty,#5E5144,30.0,27.7,36.9
GIUP-FAN13.jpg,GIUP-FAN13.jpg,CAT EYE / FAN,Other_Specialty,#57352D,11.4,48.3,34.1
GCE01.webp,GCE01.webp,CAT EYE / GLASS CAT EYE,Glitter_Specialty,#E0E7D7,86.2,6.9,90.6
GCE02.webp,GCE02.webp,CAT EYE / GLASS CAT EYE,Glitter_Specialty,#F3D5DD,344.0,12.3,95.3
GCE03.webp,GCE03.webp,CAT EYE / GLASS CAT EYE,Glitter_Specialty,#D9DCDD,195.0,1.8,86.7
GCE04.webp,GCE04.webp,CAT EYE / GLASS CAT EYE,Glitter_Specialty,#A5BDD0,206.5,20.7,81.6
GCE05.webp,GCE05.webp,CAT EYE / GLASS CAT EYE,Glitter_Specialty,#EBCDAD,31.0,26.4,92.2
GCE06.webp,GCE06.webp,CAT EYE / GLASS CAT EYE,Glitter_Specialty,#DFBBCB,333.3,16.1,87.5
GCE07.webp,GCE07.webp,CAT EYE / GLASS CAT EYE,Glitter_Specialty,#E8CBA4,34.4,29.3,91.0
RQCE1.webp,RQCE1.webp,CAT EYE / ROSE QUARTZ CAT EYE,Glitter_Specialty,#C6708B,341.2,43.4,77.6
RQCE2.webp,RQCE2.webp,CAT EYE / ROSE QUARTZ CAT EYE,Glitter_Specialty,#C8747B,355.0,42.0,78.4
RQCE3.webp,RQCE3.webp,CAT EYE / ROSE QUARTZ CAT EYE,Glitter_Specialty,#CB7E9F,334.3,37.9,79.6
GIUP-VCE-01.jpg,GIUP-VCE-01.jpg,CAT EYE / VELVET CAT EYE,Brown_Nude,#9F908B,15.0,12.6,62.4
GIUP-VCE-02.jpg,GIUP-VCE-02.jpg,CAT EYE / VELVET CAT EYE,Brown_Nude,#A2A2A2,0.0,0.0,63.5
GIUP-VCE-03.jpg,GIUP-VCE-03.jpg,CAT EYE / VELVET CAT EYE,Purple,#A99AAD,287.4,11.0,67.8
GIUP-VCE-04.jpg,GIUP-VCE-04.jpg,CAT EYE / VELVET CAT EYE,Brown_Nude,#AF979B,350.0,13.7,68.6
GIUP-VCE-05.jpg,GIUP-VCE-05.jpg,CAT EYE / VELVET CAT EYE,Blue,#8E99B0,220.6,19.3,69.0
GIUP-VCE-06.webp,GIUP-VCE-06.webp,CAT EYE / VELVET CAT EYE,Green,#829287,138.8,11.0,57.3
GIUP-VCE-07.webp,GIUP-VCE-07.webp,CAT EYE / VELVET CAT EYE,Brown_Nude,#AC9EA0,351.4,8.1,67.5
GIUP-VCE-08.webp,GIUP-VCE-08.webp,CAT EYE / VELVET CAT EYE,Blue,#92ACB7,197.8,20.2,71.8
GIUP-VCE-09.webp,GIUP-VCE-09.webp,CAT EYE / VELVET CAT EYE,Purple,#A19BAE,258.9,10.9,68.2
GIUP-VCE-10.webp,GIUP-VCE-10.webp,CAT EYE / VELVET CAT EYE,Green,#ADB38A,68.8,22.9,70.2
GIUP-02.jpg,GIUP-02.jpg,FRENCH,Red,#E3BBBB,0.0,17.6,89.0
GIUP-03.jpg,GIUP-03.jpg,FRENCH,Orange,#EBC7B9,16.8,21.3,92.2
GIUP-04.jpg,GIUP-04.jpg,FRENCH,White_Clear,#D8D8D2,60.0,2.8,84.7
GIUP-05.jpg,GIUP-05.jpg,FRENCH,Blue,#B9CBE0,212.3,17.4,87.8
GIUP-06.jpg,GIUP-06.jpg,FRENCH,Blue,#AED6D1,172.5,18.7,83.9
GIUP-07.jpg,GIUP-07.jpg,FRENCH,Blue,#D7D1EB,253.8,11.1,92.2
GIUP-08.jpg,GIUP-08.jpg,FRENCH,White_Clear,#D2D2CE,60.0,1.9,82.4
GIUP-08B.jpg,GIUP-08B.jpg,FRENCH,White_Clear,#D5D5CC,60.0,4.2,83.5
GIUP-09.jpg,GIUP-09.jpg,FRENCH,Orange,#DEC6B7,23.1,17.6,87.1
GIUP-10.jpg,GIUP-10.jpg,FRENCH,White_Clear,#D4D4D4,0.0,0.0,83.1
GIUP-2B.jpg,GIUP-2B.jpg,FRENCH,Pink,#E5C7D5,332.0,13.1,89.8
GIUP-2C.jpg,GIUP-2C.jpg,FRENCH,Pink,#F0BFCC,344.1,20.4,94.1
GIUP-2D.jpg,GIUP-2D.jpg,FRENCH,Red,#F5B7C1,350.3,25.3,96.1
GIUP-2E.jpg,GIUP-2E.jpg,FRENCH,Red,#F2B8B6,2.0,24.8,94.9
GIUP-2F.jpg,GIUP-2F.jpg,FRENCH,Red,#E7CDC7,11.3,13.9,90.6
GIUP-2G.jpg,GIUP-2G.jpg,FRENCH,Pink,#DEC5CD,340.8,11.3,87.1
GIUP-2H.webp,GIUP-2H.webp,FRENCH,Red,#E0CBCC,357.1,9.4,87.8
GIUP-2I.webp,GIUP-2I.webp,FRENCH,Red,#E9D0D5,348.0,10.7,91.4
GIUP-7B.jpg,GIUP-7B.jpg,FRENCH,White_Clear,#E1D3E1,300.0,6.2,88.2
GIUP-7C.jpg,GIUP-7C.jpg,FRENCH,Blue,#C4BCEC,250.0,20.3,92.5
GIUP-7D.jpg,GIUP-7D.jpg,FRENCH,Pink,#DBC1CD,332.3,11.9,85.9
GIUP-8A.jpg,GIUP-8A.jpg,FRENCH,White_Clear,#CFCFCF,0.0,0.0,81.2
GIUP-8C.jpg,GIUP-8C.jpg,FRENCH,White_Clear,#BDC2C3,190.0,3.1,76.5
GIUP-8D.jpg,GIUP-8D.jpg,FRENCH,White_Clear,#C2C6C4,150.0,2.0,77.6
GIUP-8E.jpg,GIUP-8E.jpg,FRENCH,White_Clear,#DADBD9,90.0,0.9,85.9
GIUP-8F.webp,GIUP-8F.webp,FRENCH,White_Clear,#DBDADD,260.0,1.4,86.7
GIUP-9A.jpg,GIUP-9A.jpg,FRENCH,Orange,#F3C19F,24.3,34.6,95.3
GIUP-9B.jpg,GIUP-9B.jpg,FRENCH,Brown_Nude,#C8B7B0,17.5,12.0,78.4
GIUP-FR01.jpg,GIUP-FR01.jpg,FRENCH,Orange,#E4CDC0,21.7,15.8,89.4
GIUP-FR02.jpg,GIUP-FR02.jpg,FRENCH,Orange,#CFB6AB,18.3,17.4,81.2
GIUP-FR03.jpg,GIUP-FR03.jpg,FRENCH,Red,#E59392,0.7,36.2,89.8
GIUP-FR04.webp,GIUP-FR04.webp,FRENCH,Red,#EBCFD2,353.6,11.9,92.2
GIUP-FR05.webp,GIUP-FR05.webp,FRENCH,Red,#E6CDC8,10.0,13.0,90.2
GIUP-FR06.webp,GIUP-FR06.webp,FRENCH,White_Clear,#D1D1D1,0.0,0.0,82.0
GIUP-FR08.webp,GIUP-FR08.webp,FRENCH,White_Clear,#E0DCE0,300.0,1.8,87.8
GIUP-320.jpg,GIUP-320.jpg,GLASS EFFECT,Glitter_Specialty,#FAE7AD,45.2,30.8,98.0
GIUP-322.jpg,GIUP-322.jpg,GLASS EFFECT,Glitter_Specialty,#D2EEEA,171.4,11.8,93.3
GIUP-324.jpg,GIUP-324.jpg,GLASS EFFECT,Glitter_Specialty,#FACAE7,323.7,19.2,98.0
GIUP-325.jpg,GIUP-325.jpg,GLASS EFFECT,Glitter_Specialty,#A5CEFA,211.1,34.0,98.0
GIUP-326.jpg,GIUP-326.jpg,GLASS EFFECT,Glitter_Specialty,#C5E7B5,100.8,21.6,90.6
GIUP-327.jpg,GIUP-327.jpg,GLASS EFFECT,Glitter_Specialty,#EEC0FA,287.6,23.2,98.0
GIUP-328.jpg,GIUP-328.jpg,GLASS EFFECT,Glitter_Specialty,#E88792,353.2,41.8,91.0
GIUP-329.jpg,GIUP-329.jpg,GLASS EFFECT,Glitter_Specialty,#AC9DD8,255.3,27.3,84.7
GIUP-330.jpg,GIUP-330.jpg,GLASS EFFECT,Glitter_Specialty,#EBC5CA,352.1,16.2,92.2
GIUP-331.webp,GIUP-331.webp,GLASS EFFECT,Glitter_Specialty,#CA828A,353.3,35.6,79.2
GIUP-ODA01.jpg,GIUP-ODA01.jpg,GLASS EFFECT,Glitter_Specialty,#ECDED4,25.0,10.2,92.5
GIUP-ODA02.jpg,GIUP-ODA02.jpg,GLASS EFFECT,Glitter_Specialty,#CEB7AE,16.9,15.5,80.8
GIUP-ODA03.jpg,GIUP-ODA03.jpg,GLASS EFFECT,Glitter_Specialty,#E1C1AC,23.8,23.6,88.2
GIUP-OTA04.jpg,GIUP-OTA04.jpg,GLASS EFFECT,Glitter_Specialty,#E2D0AB,40.4,24.3,88.6
GIUP-OTA05.jpg,GIUP-OTA05.jpg,GLASS EFFECT,Glitter_Specialty,#E2B9AB,15.3,24.3,88.6
GIUP-OTA07.jpg,GIUP-OTA07.jpg,GLASS EFFECT,Glitter_Specialty,#D0B397,29.5,27.4,81.6
GIUP-OTA08.jpg,GIUP-OTA08.jpg,GLASS EFFECT,Glitter_Specialty,#A99993,16.4,13.0,66.3
GIUP-OTE06.jpg,GIUP-OTE06.jpg,GLASS EFFECT,Glitter_Specialty,#E6B5AB,10.2,25.7,90.2
GIUP-163.jpg,GIUP-163.jpg,GLITTERS,Glitter_Specialty,#899498,196.0,9.9,59.6
GIUP-1813.jpg,GIUP-1813.jpg,GLITTERS,Glitter_Specialty,#3D5C41,127.7,33.7,36.1
GIUP-1817.jpg,GIUP-1817.jpg,GLITTERS,Glitter_Specialty,#313C69,228.2,53.3,41.2
GIUP-1818.jpg,GIUP-1818.jpg,GLITTERS,Glitter_Specialty,#A68B7C,21.4,25.3,65.1
GIUP-1819.jpg,GIUP-1819.jpg,GLITTERS,Glitter_Specialty,#8EA5AB,192.4,17.0,67.1
GIUP-1822.jpg,GIUP-1822.jpg,GLITTERS,Glitter_Specialty,#4B4239,30.0,24.0,29.4
GIUP-1935.jpg,GIUP-1935.jpg,GLITTERS,Glitter_Specialty,#7F3A3A,0.0,54.3,49.8
GIUP-1936.jpg,GIUP-1936.jpg,GLITTERS,Glitter_Specialty,#7F493D,10.9,52.0,49.8
GIUP-1937.jpg,GIUP-1937.jpg,GLITTERS,Glitter_Specialty,#564235,23.6,38.4,33.7
GIUP-1939.jpg,GIUP-1939.jpg,GLITTERS,Glitter_Specialty,#7C5341,18.3,47.6,48.6
GIUP-1942.jpg,GIUP-1942.jpg,GLITTERS,Glitter_Specialty,#856A97,276.0,29.8,59.2
GIUP-1944.jpg,GIUP-1944.jpg,GLITTERS,Glitter_Specialty,#8A9CA2,195.0,14.8,63.5
GIUP-200.jpg,GIUP-200.jpg,GLITTERS,Glitter_Specialty,#DBDBDB,0.0,0.0,85.9
GIUP-201.jpg,GIUP-201.jpg,GLITTERS,Glitter_Specialty,#E1DFCF,53.3,8.0,88.2
GIUP-202.jpg,GIUP-202.jpg,GLITTERS,Glitter_Specialty,#D7D6D1,50.0,2.8,84.3
GIUP-203.jpg,GIUP-203.jpg,GLITTERS,Glitter_Specialty,#BEA98D,34.3,25.8,74.5
GIUP-204.jpg,GIUP-204.jpg,GLITTERS,Glitter_Specialty,#AA9C7E,40.9,25.9,66.7
GIUP-205.jpg,GIUP-205.jpg,GLITTERS,Glitter_Specialty,#5FA79E,172.5,43.1,65.5
GIUP-206.jpg,GIUP-206.jpg,GLITTERS,Glitter_Specialty,#CCDFE3,190.4,10.1,89.0
GIUP-207.jpg,GIUP-207.jpg,GLITTERS,Glitter_Specialty,#5E97A8,193.8,44.0,65.9
GIUP-208.jpg,GIUP-208.jpg,GLITTERS,Glitter_Specialty,#6CA3AB,187.6,36.8,67.1
GIUP-209.jpg,GIUP-209.jpg,GLITTERS,Glitter_Specialty,#CCA2A8,351.4,20.6,80.0
GIUP-210.jpg,GIUP-210.jpg,GLITTERS,Glitter_Specialty,#8B2D28,3.0,71.2,54.5
GIUP-211.jpg,GIUP-211.jpg,GLITTERS,Glitter_Specialty,#65635D,45.0,7.9,39.6
GIUP-2112.jpg,GIUP-2112.jpg,GLITTERS,Glitter_Specialty,#B4BBBB,180.0,3.7,73.3
GIUP-2113.jpg,GIUP-2113.jpg,GLITTERS,Glitter_Specialty,#9FA29E,105.0,2.5,63.5
GIUP-2113A.jpg,GIUP-2113A.jpg,GLITTERS,Glitter_Specialty,#89846C,49.7,21.2,53.7
GIUP-2113B.jpg,GIUP-2113B.jpg,GLITTERS,Glitter_Specialty,#806867,2.4,19.5,50.2
GIUP-2113C.jpg,GIUP-2113C.jpg,GLITTERS,Glitter_Specialty,#9F7780,346.5,25.2,62.4
GIUP-2113D.jpg,GIUP-2113D.jpg,GLITTERS,Glitter_Specialty,#8F6064,354.9,32.9,56.1
GIUP-2113E.jpg,GIUP-2113E.jpg,GLITTERS,Glitter_Specialty,#ADA490,41.4,16.8,67.8
GIUP-2113F.jpg,GIUP-2113F.jpg,GLITTERS,Glitter_Specialty,#4B4E4C,140.0,3.8,30.6
GIUP-2113G.jpg,GIUP-2113G.jpg,GLITTERS,Glitter_Specialty,#AE3635,0.5,69.5,68.2
GIUP-2113J.jpg,GIUP-2113J.jpg,GLITTERS,Glitter_Specialty,#49567F,225.6,42.5,49.8
GIUP-2113K.jpg,GIUP-2113K.jpg,GLITTERS,Glitter_Specialty,#77999D,186.3,24.2,61.6
GIUP-2113L.jpg,GIUP-2113L.jpg,GLITTERS,Glitter_Specialty,#885274,322.2,39.7,53.3
GIUP-2113M.jpg,GIUP-2113M.jpg,GLITTERS,Glitter_Specialty,#837A8D,268.4,13.5,55.3
GIUP-2113N.jpg,GIUP-2113N.jpg,GLITTERS,Glitter_Specialty,#AB6A82,337.8,38.0,67.1
GIUP-2113O.webp,GIUP-2113O.webp,GLITTERS,Glitter_Specialty,#72525A,345.0,28.1,44.7
GIUP-2113P.webp,GIUP-2113P.webp,GLITTERS,Glitter_Specialty,#D6678F,338.4,51.9,83.9
GIUP-2113Q.webp,GIUP-2113Q.webp,GLITTERS,Glitter_Specialty,#C6A6A4,3.5,17.2,77.6
GIUP-2113R.webp,GIUP-2113R.webp,GLITTERS,Glitter_Specialty,#484B48,120.0,4.0,29.4
GIUP-212.jpg,GIUP-212.jpg,GLITTERS,Glitter_Specialty,#C3C3C3,0.0,0.0,76.5
GIUP-213.jpg,GIUP-213.jpg,GLITTERS,Glitter_Specialty,#9AA4AA,202.5,9.4,66.7
GIUP-214.jpg,GIUP-214.jpg,GLITTERS,Glitter_Specialty,#C8C8C8,0.0,0.0,78.4
GIUP-2145.jpg,GIUP-2145.jpg,GLITTERS,Glitter_Specialty,#AB8785,3.2,22.2,67.1
GIUP-2145A.jpg,GIUP-2145A.jpg,GLITTERS,Glitter_Specialty,#D0B7B6,2.3,12.5,81.6
GIUP-215.jpg,GIUP-215.jpg,GLITTERS,Glitter_Specialty,#B4A787,42.7,25.0,70.6
GIUP-216.jpg,GIUP-216.jpg,GLITTERS,Glitter_Specialty,#637F97,207.7,34.4,59.2
GIUP-217.jpg,GIUP-217.jpg,GLITTERS,Glitter_Specialty,#946C89,316.5,27.0,58.0
GIUP-218.jpg,GIUP-218.jpg,GLITTERS,Glitter_Specialty,#4C3D42,340.0,19.7,29.8
GIUP-219.jpg,GIUP-219.jpg,GLITTERS,Glitter_Specialty,#65635D,45.0,7.9,39.6
GIUP-220.jpg,GIUP-220.jpg,GLITTERS,Glitter_Specialty,#625B4C,40.9,22.4,38.4
GIUP-221.jpg,GIUP-221.jpg,GLITTERS,Glitter_Specialty,#D7BAC1,345.5,13.5,84.3
GIUP-222.jpg,GIUP-222.jpg,GLITTERS,Glitter_Specialty,#6F4979,287.5,39.7,47.5
GIUP-223.jpg,GIUP-223.jpg,GLITTERS,Glitter_Specialty,#335688,215.3,62.5,53.3
GIUP-224.jpg,GIUP-224.jpg,GLITTERS,Glitter_Specialty,#77608B,272.1,30.9,54.5
GIUP-225.jpg,GIUP-225.jpg,GLITTERS,Glitter_Specialty,#A84C44,4.8,59.5,65.9
GIUP-226.jpg,GIUP-226.jpg,GLITTERS,Glitter_Specialty,#C883A5,330.4,34.5,78.4
GIUP-227.jpg,GIUP-227.jpg,GLITTERS,Glitter_Specialty,#EED1D6,349.7,12.2,93.3
GIUP-2325.jpg,GIUP-2325.jpg,GLITTERS,Glitter_Specialty,#92908F,20.0,2.1,57.3
GIUP-2326.jpg,GIUP-2326.jpg,GLITTERS,Glitter_Specialty,#6E3635,1.1,51.8,43.1
GIUP-2327.jpg,GIUP-2327.jpg,GLITTERS,Glitter_Specialty,#5A3F3E,2.1,31.1,35.3
GIUP-2328.jpg,GIUP-2328.jpg,GLITTERS,Glitter_Specialty,#4C3B4C,300.0,22.4,29.8
GIUP-2329.jpg,GIUP-2329.jpg,GLITTERS,Glitter_Specialty,#806D87,283.8,19.3,52.9
GIUP-2330.jpg,GIUP-2330.jpg,GLITTERS,Glitter_Specialty,#C4A4A7,354.4,16.3,76.9
GIUP-2331.jpg,GIUP-2331.jpg,GLITTERS,Glitter_Specialty,#A25374,334.9,48.8,63.5
GIUP-2400.jpg,GIUP-2400.jpg,GLITTERS,Glitter_Specialty,#CEB2B1,2.1,14.1,80.8
GIUP-2430.jpg,GIUP-2430.jpg,GLITTERS,Glitter_Specialty,#2DA39D,176.9,72.4,63.9
GIUP-2431.jpg,GIUP-2431.jpg,GLITTERS,Glitter_Specialty,#6E779E,228.8,30.4,62.0
GIUP-2434.jpg,GIUP-2434.jpg,GLITTERS,Glitter_Specialty,#664D42,18.3,35.3,40.0
GIUP-2435.jpg,GIUP-2435.jpg,GLITTERS,Glitter_Specialty,#BEB8B5,20.0,4.7,74.5
