SL_Code,Target_HEX,Mixed_HEX,Delta_E,S1,S8,S2,S4,S5,S19,S7,S9,S10,S11,S12,S14,S15
SL0890,#B8D8F0,#6C818D,32.88,9,0,0,0,0,8,0,0,0,3,0,0,0
SL0891,#A0D8E8,#59767F,36.59,5,0,5,0,0,0,0,0,0,10,0,0,0
SL0892,#A0C8D8,#647D87,28.22,6,0,5,0,0,0,0,0,0,9,0,0,0
SL0893,#98B8C0,#748C93,16.3,8,0,4,0,0,0,0,0,0,8,0,0,0
SL0894,#A0B0B0,#9FB2B1,1.32,13,0,2,0,0,0,0,0,0,5,0,0,0
SL0895,#A0C0C8,#748C93,19.19,8,0,4,0,0,0,0,0,0,8,0,0,0
SL0896,#A8C0B8,#A4BAB4,2.38,14,0,1,0,0,0,0,0,0,5,0,0,0
SL0897,#C8B8B0,#E3D3CA,9.67,18,0,0,0,0,0,0,0,0,0,0,0,2
SL0898,#D8D8C0,#D7D8C2,1.64,17,0,0,0,0,0,0,0,0,1,0,2,0
SL0899,#D8D0B8,#E2DBC0,3.79,17,0,0,0,0,0,0,0,0,0,0,3,0
SL0900,#C0C0A8,#D7D4B7,7.48,16,0,0,0,0,0,0,0,0,1,0,3,0
SL0901,#D0C098,#E4D4AA,6.81,15,0,0,0,0,0,0,0,0,0,0,5,0
SL0902,#C0C8A0,#B6BB94,4.64,12,0,0,0,0,0,0,0,0,4,0,4,0
SL0903,#B8B098,#E2DBC0,15.17,17,0,0,0,0,0,0,0,0,0,0,3,0
SL0904,#B8C0B0,#CBD4C5,7.16,17,0,0,0,0,0,0,0,0,2,0,1,0
SL0905,#A8C0B0,#A9BFAC,1.77,14,0,0,0,0,0,0,0,0,5,0,1,0
SL0906,#A0B0A0,#B4C6B4,7.96,15,0,0,0,0,0,0,0,0,4,0,1,0
SL0907,#A8C0A8,#9EB8A4,3.69,13,0,0,0,0,0,0,0,0,6,0,1,0
SL0908,#98A880,#A0AD84,2.13,10,0,0,0,0,0,0,0,0,6,0,4,0
SL0909,#A8C0A0,#9BB295,5.67,11,0,0,0,0,0,0,0,0,6,0,2,0
SL0910,#88A088,#93AD91,5.11,11,0,0,0,0,0,0,0,0,7,0,2,0
SL0911,#889088,#C9D7CF,25.87,17,0,0,0,0,0,0,0,0,2,0,0,0
SL0912,#90A0A8,#8C9CA4,1.92,12,0,0,0,0,6,0,0,0,2,0,0,0
SL0913,#70F860,#2D6330,71.68,0,0,0,0,0,0,0,0,0,16,4,0,0
SL0914,#60F058,#2D6330,70.47,0,0,0,0,0,0,0,0,0,16,4,0,0
SL0915,#60F078,#2D6330,62.52,0,0,0,0,0,0,0,0,0,16,4,0,0
SL0916,#40F870,#226033,72.87,0,0,0,0,0,0,0,0,0,17,3,0,0
SL0917,#00E848,#0B5C39,81.44,0,0,0,0,0,0,0,0,0,19,1,0,0
SL0918,#B0E060,#5E7832,45.25,1,0,0,0,0,0,0,0,0,12,0,7,0
SL0919,#D8F868,#6F8038,52.22,2,0,0,0,0,0,0,0,0,11,0,8,0
SL0920,#C0E898,#7E9460,32.1,6,0,0,0,0,0,0,0,0,9,0,5,0
SL0921,#A8E098,#678A5B,33.0,5,0,0,0,0,0,0,0,0,11,0,4,0
SL0922,#B0D898,#7E986B,24.8,7,0,0,0,0,0,0,0,0,9,0,4,0
SL0923,#B0D888,#738D58,29.28,5,0,0,0,0,0,0,0,0,10,0,5,0
SL0924,#A8E098,#678A5B,33.0,5,0,0,0,0,0,0,0,0,11,0,4,0
SL0925,#C0E0A0,#899F73,25.12,8,0,0,0,0,0,0,0,0,8,0,4,0
SL0926,#D0E8B8,#9FB18E,20.58,11,0,0,0,0,0,0,0,0,6,0,3,0
SL0927,#D0F0A0,#839866,34.13,7,0,0,0,0,0,0,0,0,9,0,5,0
SL0928,#B8F0B8,#779873,32.22,8,0,0,0,0,0,0,0,0,10,0,3,0
SL0929,#90C8D0,#52777A,30.19,5,0,4,0,0,0,0,0,0,11,0,0,0
SL0930,#90C8C8,#5C8180,26.16,6,0,3,0,0,0,0,0,0,10,0,0,0
SL0931,#80B8B8,#577F7D,21.32,6,0,3,0,0,0,0,0,0,11,0,0,0
SL0932,#80D0D8,#3F6A6C,38.63,3,0,4,0,0,0,0,0,0,12,0,0,0
SL0933,#98E0D8,#577F7D,35.46,6,0,3,0,0,0,0,0,0,11,0,0,0
SL0934,#A8D8D0,#789A94,22.68,10,0,2,0,0,0,0,0,0,9,0,0,0
SL0935,#B0D8D8,#799596,24.56,9,0,3,0,0,0,0,0,0,8,0,0,0
SL0936,#C0E0D8,#99B3AC,16.02,13,0,1,0,0,0,0,0,0,6,0,0,0
SL0937,#B0E8D0,#7CA796,23.6,11,0,0,0,0,0,0,0,0,9,0,0,0
SL0938,#C0E8C8,#8FAE98,20.9,11,0,0,0,0,0,0,0,0,7,0,1,0
SL0939,#B0E0C0,#83A790,20.93,10,0,0,0,0,0,0,0,0,8,0,1,0
SL0940,#98E0D0,#628C84,30.71,8,0,2,0,0,0,0,0,0,11,0,0,0
SL0941,#90E0D8,#4C7875,38.15,5,0,3,0,0,0,0,0,0,12,0,0,0
SL0942,#88E0D0,#518178,35.4,6,0,2,0,0,0,0,0,0,12,0,0,0
SL0943,#98D8C8,#669387,24.92,8,0,1,0,0,0,0,0,0,10,0,0,0
SL0944,#78D8C8,#3D746A,37.56,4,0,2,0,0,0,0,0,0,13,0,0,0
SL0945,#60E0B8,#2F775F,40.25,4,0,0,0,0,0,0,0,0,15,0,0,0
SL0946,#60E0C8,#2F6C5F,44.59,3,0,2,0,0,0,0,0,0,15,0,0,0
SL0947,#48E8A8,#226A4A,50.39,2,0,0,0,0,0,0,0,0,17,0,1,0
SL0948,#60D8A8,#2F775F,38.39,4,0,0,0,0,0,0,0,0,15,0,0,0
SL0949,#68D0B0,#3F7B6A,33.26,5,0,1,0,0,0,0,0,0,14,0,0,0
SL0950,#18D0B0,#095144,51.22,0,0,1,0,0,2,0,0,0,16,0,0,0
SL0951,#00A8A0,#054742,39.71,0,0,0,0,0,6,0,0,0,14,0,0,0
SL0952,#58A888,#44836D,14.86,6,0,0,0,0,0,0,0,0,14,0,0,0
SL0953,#20A888,#175D4E,31.75,1,0,2,0,0,0,0,0,0,18,0,0,0
SL0954,#089878,#03503F,30.52,0,0,0,0,0,3,0,0,0,17,0,0,0
SL0955,#108068,#075542,18.5,0,0,1,0,0,1,0,0,0,18,0,0,0
SL0956,#184848,#1B5152,3.5,0,0,4,0,0,1,0,0,0,15,0,0,0
SL0957,#187878,#11484B,20.42,0,0,2,0,0,5,0,0,0,14,0,0,0
SL0958,#087890,#093C46,26.93,0,0,0,0,0,10,0,0,0,10,0,0,0
SL0959,#10B8A8,#054941,44.97,0,0,0,0,0,5,0,0,0,14,0,0,0
SL0960,#10B0B8,#074144,45.18,0,0,0,0,0,8,0,0,0,12,0,0,0
SL0961,#207888,#12434C,22.87,0,0,2,0,0,7,0,0,0,12,0,0,0
SL0962,#207860,#1D6652,8.27,2,0,1,0,0,0,0,0,0,17,0,0,0
SL0963,#008048,#00593C,22.27,0,0,0,0,0,0,0,0,0,20,0,0,0
SL0964,#009058,#00593C,27.06,0,0,0,0,0,0,0,0,0,20,0,0,0
SL0965,#00B870,#00593C,44.32,0,0,0,0,0,0,0,0,0,20,0,0,0
SL0966,#085848,#085243,3.33,0,0,1,0,0,2,0,0,0,17,0,0,0
SL0967,#204020,#316731,20.32,0,0,0,0,0,0,0,0,0,15,0,4,0
SL0968,#204820,#2D6330,12.63,0,0,0,0,0,0,0,0,0,16,4,0,0
SL0969,#184028,#23673F,18.69,1,0,0,0,0,0,0,0,0,17,0,2,0
SL0970,#182820,#4F876B,40.85,6,0,0,0,0,0,0,0,0,13,0,1,0
SL0971,#183020,#39754F,31.18,3,0,0,0,0,0,0,0,0,15,0,2,0
SL0972,#203028,#66957B,41.53,8,0,0,0,0,0,0,0,0,11,0,1,0
SL0973,#183028,#44836D,35.62,6,0,0,0,0,0,0,0,0,14,0,0,0
SL0974,#203828,#447C58,29.93,4,0,0,0,0,0,0,0,0,14,0,2,0
SL0975,#486050,#719C83,23.1,9,0,0,0,0,0,0,0,0,10,0,1,0
SL0976,#506050,#93AD91,29.84,11,0,0,0,0,0,0,0,0,7,0,2,0
SL0977,#405030,#6D8851,24.82,4,0,0,0,0,0,0,0,0,10,0,5,0
SL0978,#485020,#748238,22.7,2,0,0,0,0,0,0,0,0,10,0,8,0
SL0979,#585838,#A4A569,32.5,8,0,0,0,0,0,0,0,0,6,0,7,0
SL0980,#485030,#859357,29.56,5,0,0,0,0,0,0,0,0,8,0,6,0
SL0981,#486030,#5D7B3D,12.71,2,0,0,0,0,0,0,0,0,12,0,6,0
SL0982,#587850,#678A5B,7.28,5,0,0,0,0,0,0,0,0,11,0,4,0
SL0983,#608850,#5C7F48,4.17,3,0,0,0,0,0,0,0,0,12,0,5,0
SL0984,#587828,#4F6A27,8.01,0,0,0,0,0,0,0,0,0,13,7,0,0
SL0985,#506828,#577229,5.48,0,0,0,0,0,0,0,0,0,12,0,7,0
SL0986,#708830,#5E7427,9.53,0,0,0,0,0,0,0,0,0,12,0,8,0
SL0987,#788828,#657021,12.25,0,0,0,0,0,0,0,0,0,11,9,0,0
SL0988,#98A820,#70721E,28.37,0,0,0,0,0,0,0,0,0,10,10,0,0
SL0989,#88B050,#5E7832,24.13,1,0,0,0,0,0,0,0,0,12,0,7,0
SL0990,#80A858,#638045,17.36,3,0,0,0,0,0,0,0,0,12,0,6,0
SL0991,#A0B070,#8A975E,9.44,6,0,0,0,0,0,0,0,0,8,0,6,0
SL0992,#70C090,#508360,24.02,5,0,0,0,0,0,0,0,0,13,0,2,0
SL0993,#98B888,#7D9B76,11.53,8,0,0,0,0,0,0,0,0,9,0,3,0
SL0994,#808860,#A0A979,12.95,9,0,0,0,0,0,0,0,0,6,0,5,0
SL0995,#788060,#A0AD84,16.82,10,0,0,0,0,0,0,0,0,6,0,4,0
SL0996,#889870,#94A67B,4.88,9,0,0,0,0,0,0,0,0,7,0,4,0
SL0997,#988860,#D9C58C,23.96,12,0,0,0,0,0,0,0,0,1,0,7,0
SL0998,#909058,#A1A263,6.88,7,0,0,0,0,0,0,0,0,6,0,7,0
SL0999,#889070,#ABB48C,13.44,11,0,0,0,0,0,0,0,0,5,0,4,0
SL1000,#889850,#7F8D4B,5.2,4,0,0,0,0,0,0,0,0,9,0,7,0
SL1001,#98A840,#757E2D,18.09,1,0,0,0,0,0,0,0,0,10,0,9,0
SL1002,#A09838,#938B32,5.49,2,0,0,0,0,0,0,0,0,7,0,10,0
SL1003,#B8A040,#AE9A40,4.13,4,0,0,0,0,0,0,0,0,5,0,11,0
SL1004,#B8C058,#808940,24.59,3,0,0,0,0,0,0,0,0,9,0,8,0
SL1005,#B0A858,#A29A4E,5.31,5,0,0,0,0,0,0,0,0,6,0,9,0
SL1006,#C0B838,#8C8528,23.86,1,0,0,0,0,0,0,0,0,8,0,11,0
SL1007,#D8D870,#969750,27.4,5,0,0,0,0,0,0,0,0,7,0,8,0
SL1008,#D0D088,#ACA96B,14.9,8,0,0,0,0,0,0,0,0,5,0,7,0
SL1009,#F8F0C8,#D8D0AD,11.41,15,0,0,0,0,0,0,0,0,1,0,4,0
SL1010,#E8F0A0,#A0A66E,28.51,8,0,0,0,0,0,0,0,0,6,0,6,0
SL1011,#E0E8A8,#ABB081,21.03,10,0,0,0,0,0,0,0,0,5,0,5,0
SL1012,#F0F0A0,#ACAD76,26.63,9,0,0,0,0,0,0,0,0,5,0,6,0
SL1013,#F0F098,#A4A569,29.22,8,0,0,0,0,0,0,0,0,6,0,7,0
SL1014,#F8E880,#ADA156,28.05,6,0,0,0,0,0,0,0,0,5,0,9,0
SL1015,#F0E870,#979345,35.47,4,0,0,0,0,0,0,0,0,7,0,9,0
SL1016,#F8F038,#7C741B,57.79,0,0,0,0,0,0,0,0,0,9,11,0,0
SL1017,#E8E830,#7C741B,54.9,0,0,0,0,0,0,0,0,0,9,11,0,0
SL1018,#F8F040,#817E1F,52.53,0,0,0,0,0,0,0,0,0,9,0,11,0
SL1019,#F8E878,#ADA156,29.69,6,0,0,0,0,0,0,0,0,5,0,9,0
SL1020,#F8D030,#A48C22,34.12,1,0,0,0,0,0,0,0,0,6,0,13,0
SL1021,#F8D838,#A48C22,35.49,1,0,0,0,0,0,0,0,0,6,0,13,0
SL1022,#D8C828,#7C741B,41.89,0,0,0,0,0,0,0,0,0,9,11,0,0
SL1023,#F8D800,#A97E0F,43.91,0,0,0,0,0,0,0,0,0,5,15,0,0
SL1024,#F8D000,#A97E0F,40.53,0,0,0,0,0,0,0,0,0,5,15,0,0
SL1025,#F8E080,#C4B066,20.21,8,0,0,0,0,0,0,0,0,3,0,9,0
SL1026,#F0E078,#ADA156,25.64,6,0,0,0,0,0,0,0,0,5,0,9,0
SL1027,#F8D888,#DABE77,10.49,10,0,0,0,0,0,0,0,0,1,0,9,0
SL1028,#F8D080,#E6C174,5.75,10,0,0,0,0,0,0,0,0,0,0,10,0
SL1029,#F8D888,#DABE77,10.49,10,0,0,0,0,0,0,0,0,1,0,9,0
SL1030,#F8E080,#C4B066,20.21,8,0,0,0,0,0,0,0,0,3,0,9,0
SL1031,#F8D070,#DBB661,10.51,8,0,0,0,0,0,0,0,0,1,0,11,0
SL1032,#F8D068,#D0AF59,14.47,7,0,0,0,0,0,0,0,0,2,0,11,0
SL1033,#F8D050,#BA9D3E,23.63,4,0,0,0,0,0,0,0,0,4,0,12,0
SL1034,#F8C858,#DCAF4B,10.75,6,0,0,0,0,0,0,0,0,1,0,13,0
SL1035,#F8C038,#D2A02E,14.7,3,0,0,0,0,0,0,0,0,2,0,15,0
SL1036,#F8C840,#C69D30,19.42,3,0,0,0,0,0,0,0,0,3,0,14,0
SL1037,#F8D040,#AF932B,28.49,2,0,0,0,0,0,0,0,0,5,0,13,0
SL1038,#F8D030,#A48C22,34.12,1,0,0,0,0,0,0,0,0,6,0,13,0
SL1039,#F8B828,#D29D23,14.38,2,0,0,0,0,0,0,0,0,2,0,16,0
SL1040,#F8C840,#C69D30,19.42,3,0,0,0,0,0,0,0,0,3,0,14,0
SL1041,#F8A040,#EA983C,5.05,5,0,0,0,0,0,0,0,0,0,0,11,4
SL1042,#F8B050,#E9A74B,5.16,6,0,0,0,0,0,0,0,0,0,0,11,2
SL1043,#F8B048,#E9A748,6.55,6,0,0,0,0,0,0,0,0,0,0,12,2
SL1044,#F88808,#ED7F06,4.51,0,0,0,0,0,0,0,0,0,0,0,15,5
SL1045,#F8A040,#EA983C,5.05,5,0,0,0,0,0,0,0,0,0,0,11,4
SL1046,#F8A048,#EA9644,5.25,6,0,0,0,0,0,0,0,0,0,0,10,5
SL1047,#F8A848,#E9A148,5.66,6,0,0,0,0,0,0,0,0,0,0,11,3
SL1048,#F8B070,#E8A668,5.05,9,0,0,0,0,0,0,0,0,0,0,7,4
SL1049,#F8B880,#E7AA72,5.38,10,0,0,0,0,0,0,0,0,0,0,6,4
SL1050,#F8C898,#E6B788,6.16,12,0,0,0,0,0,0,0,0,0,0,5,3
SL1051,#F8D098,#E6BD89,7.19,12,0,0,0,0,0,0,0,0,0,0,6,2
SL1052,#F8C880,#E6BD79,5.81,10,0,0,0,0,0,0,0,0,0,0,8,1
SL1053,#E8C088,#E6BB83,2.05,12,0,0,0,0,0,0,0,0,0,0,7,2
SL1054,#F0B050,#E9A748,3.67,6,0,0,0,0,0,0,0,0,0,0,12,2
SL1055,#F8B058,#E9A552,5.53,7,0,0,0,0,0,0,0,0,0,0,10,3
SL1056,#F8A850,#E99B47,5.09,6,0,0,0,0,0,0,0,0,0,0,10,4
SL1057,#F8A070,#E99566,4.8,9,0,0,0,0,0,0,0,0,0,0,4,7
SL1058,#F89878,#E98D70,4.78,10,0,0,0,0,0,0,0,0,0,0,1,9
SL1059,#F89870,#E98F6B,4.93,9,0,0,0,0,0,0,0,0,0,0,2,8
SL1060,#F8A070,#E99566,4.8,9,0,0,0,0,0,0,0,0,0,0,4,7
SL1061,#F89870,#E98F6B,4.93,9,0,0,0,0,0,0,0,0,0,0,2,8
SL1062,#F8A068,#E99B67,5.83,9,0,0,0,0,0,0,0,0,0,0,5,6
SL1063,#F8A870,#E99B67,5.46,9,0,0,0,0,0,0,0,0,0,0,5,6
SL1064,#F88860,#EA805A,4.33,8,0,0,0,0,0,0,0,0,0,0,2,10
SL1065,#F88858,#EB8154,4.5,7,0,0,0,0,0,0,0,0,0,0,3,9
SL1066,#F89058,#EA8850,4.16,7,0,0,0,0,0,0,0,0,0,0,5,8
SL1067,#F88040,#EC793D,4.46,5,0,0,0,0,0,0,0,0,0,0,5,9
SL1068,#F88840,#EB803B,3.97,5,0,0,0,0,0,0,0,0,0,0,7,8
SL1069,#F87038,#ED6C37,4.24,5,0,0,0,0,0,0,0,0,0,0,4,12
SL1070,#E86830,#ED6931,1.62,4,0,0,0,0,0,0,0,0,0,0,4,11
SL1071,#F07038,#EC6F3A,1.92,5,0,0,0,0,0,0,0,0,0,0,4,11
SL1072,#E06848,#EC714F,3.43,7,0,0,0,0,0,0,0,0,0,0,1,12
SL1073,#E86048,#E66048,0.85,6,0,0,0,0,0,0,0,1,0,0,0,13
SL1074,#F86038,#ED5E38,4.54,5,0,0,0,0,0,0,0,0,0,0,1,14
SL1075,#F85038,#E14B37,8.86,4,0,0,0,0,0,0,0,2,0,0,0,14
SL1076,#F86838,#ED6439,4.44,5,0,0,0,0,0,0,0,0,0,0,2,13
SL1077,#E85848,#E05442,2.49,5,0,0,0,0,0,0,0,2,0,0,0,13
SL1078,#E04030,#DB3F31,2.09,3,0,0,0,0,0,0,0,3,0,0,0,14
SL1079,#F04040,#CE3B3B,13.29,3,0,0,0,0,0,0,0,5,0,0,0,12
SL1080,#F04840,#D53D36,8.83,3,0,0,0,0,0,0,0,4,0,0,0,13
SL1081,#E03028,#D52A21,3.61,1,0,0,0,0,0,0,0,4,0,0,0,14
SL1082,#D04838,#E04C3A,6.44,4,0,0,0,0,0,0,0,2,0,0,0,13
SL1083,#D83028,#D6342A,2.28,2,0,0,0,0,0,0,0,4,0,0,0,14
SL1084,#F03030,#C92629,14.64,1,0,0,0,0,0,0,0,6,0,0,0,13
SL1085,#D82028,#C31B23,7.41,0,0,0,0,0,0,0,0,7,0,0,0,13
SL1086,#F83030,#C92629,17.96,1,0,0,0,0,0,0,0,6,0,0,0,13
SL1087,#F84858,#C13745,18.58,3,0,0,0,0,0,0,0,7,0,0,0,10
SL1088,#F84060,#B6324B,22.82,3,0,0,0,0,0,0,0,9,0,0,0,9
SL1089,#E83020,#DC2C1C,4.19,1,0,0,0,0,0,0,0,3,0,0,0,15
SL1090,#E84040,#CE3B3B,9.88,3,0,0,0,0,0,0,0,5,0,0,0,12
SL1091,#F83828,#DC3625,10.82,2,0,0,0,0,0,0,0,3,0,0,0,15
SL1092,#F04028,#E33820,4.03,2,0,0,0,0,0,0,0,2,0,0,0,16
SL1093,#F85038,#E14B37,8.86,4,0,0,0,0,0,0,0,2,0,0,0,14
SL1094,#F85050,#CD4546,15.06,4,0,0,0,0,0,0,0,5,0,0,0,11
SL1095,#F87058,#E56953,6.46,7,0,0,0,0,0,0,0,1,0,0,0,12
SL1096,#F87880,#CB6167,13.93,7,0,0,0,0,0,0,0,5,0,0,0,8
SL1097,#F88890,#CA6A73,14.19,8,0,0,0,0,0,0,0,5,0,0,0,7
SL1098,#F89090,#D57C7A,10.82,9,0,0,0,0,0,0,0,3,0,0,0,7
SL1099,#F89888,#E28F80,7.37,11,0,0,0,0,0,0,0,1,0,0,0,8
SL1100,#F85838,#EE5838,4.81,5,0,0,0,0,0,0,0,0,0,0,0,15
SL1101,#F84838,#DB3F31,9.78,3,0,0,0,0,0,0,0,3,0,0,0,14
SL1102,#F83818,#EA3111,4.16,1,0,0,0,0,0,0,0,1,0,0,0,17
SL1103,#F88048,#EC7945,4.36,6,0,0,0,0,0,0,0,0,0,0,4,10
SL1104,#F87038,#ED6C37,4.24,5,0,0,0,0,0,0,0,0,0,0,4,12
SL1105,#F87040,#ED6A39,3.49,5,0,0,0,0,0,0,0,0,0,0,3,12
SL1106,#F87040,#ED6A39,3.49,5,0,0,0,0,0,0,0,0,0,0,3,12
SL1107,#F87840,#EC6F3A,3.68,5,0,0,0,0,0,0,0,0,0,0,4,11
SL1108,#F06828,#ED6525,1.06,3,0,0,0,0,0,0,0,0,0,0,5,11
SL1109,#F87048,#EC6B47,4.67,6,0,0,0,0,0,0,0,0,0,0,1,12
SL1110,#E85828,#EE5D2C,1.78,4,0,0,0,0,0,0,0,0,0,0,3,14
SL1111,#F05838,#EE5838,1.32,5,0,0,0,0,0,0,0,0,0,0,0,15
SL1112,#E86028,#ED662E,1.9,4,0,0,0,0,0,0,0,0,0,0,4,12
SL1113,#E86828,#ED6824,3.31,3,0,0,0,0,0,0,0,0,0,0,6,11
SL1114,#D86030,#ED6C37,6.62,5,0,0,0,0,0,0,0,0,0,0,4,12
SL1115,#F07020,#ED7023,2.29,3,0,0,0,0,0,0,0,0,0,0,8,10
SL1116,#E87040,#EC7344,1.33,6,0,0,0,0,0,0,0,0,0,0,3,11
SL1117,#E87840,#EB7A42,1.02,6,0,0,0,0,0,0,0,0,0,0,5,10
SL1118,#F05830,#EE552D,1.38,4,0,0,0,0,0,0,0,0,0,0,1,15
SL1119,#F05830,#EE552D,1.38,4,0,0,0,0,0,0,0,0,0,0,1,15
SL1120,#E05028,#EE582B,4.81,4,0,0,0,0,0,0,0,0,0,0,2,15
SL1121,#D8A880,#E6B188,4.22,12,0,0,0,0,0,0,0,0,0,0,4,4
SL1122,#E8A870,#E7AA72,1.46,10,0,0,0,0,0,0,0,0,0,0,6,4
SL1123,#C89070,#E8A27C,9.98,11,0,0,0,0,0,0,0,0,0,0,3,6
SL1124,#D09068,#E89E72,7.77,10,0,0,0,0,0,0,0,0,0,0,4,6
SL1125,#E09860,#E8A167,2.92,9,0,0,0,0,0,0,0,0,0,0,6,5
SL1126,#D89060,#E99B67,5.25,9,0,0,0,0,0,0,0,0,0,0,5,6
SL1127,#C87838,#EA9046,11.16,6,0,0,0,0,0,0,0,0,0,0,8,6
SL1128,#D89840,#E9A748,5.8,6,0,0,0,0,0,0,0,0,0,0,12,2
SL1129,#E0B860,#DBB661,2.22,8,0,0,0,0,0,0,0,0,1,0,11,0
SL1130,#B09058,#E6BB74,18.57,10,0,0,0,0,0,0,0,0,0,0,9,1
SL1131,#D87830,#EB8133,7.02,4,0,0,0,0,0,0,0,0,0,0,8,7
SL1132,#B86838,#EB8446,17.43,6,0,0,0,0,0,0,0,0,0,0,6,8
SL1133,#B07030,#EA923C,20.8,5,0,0,0,0,0,0,0,0,0,0,10,5
SL1134,#A06030,#EA8A46,25.33,6,0,0,0,0,0,0,0,0,0,0,7,7
SL1135,#B87048,#EA8C5B,15.82,8,0,0,0,0,0,0,0,0,0,0,4,8
SL1136,#B06840,#EA8850,20.04,7,0,0,0,0,0,0,0,0,0,0,5,8
SL1137,#A86848,#E99062,21.53,9,0,0,0,0,0,0,0,0,0,0,4,8
SL1138,#C08868,#E8A27C,12.29,11,0,0,0,0,0,0,0,0,0,0,3,6
SL1139,#A08060,#E6B788,23.45,12,0,0,0,0,0,0,0,0,0,0,5,3
SL1140,#A07048,#E8A167,23.89,9,0,0,0,0,0,0,0,0,0,0,6,5
SL1141,#987048,#E8A96D,26.62,10,0,0,0,0,0,0,0,0,0,0,7,4
SL1142,#A06850,#E89977,22.97,10,0,0,0,0,0,0,0,0,0,0,2,7
SL1143,#906840,#E8A668,29.58,9,0,0,0,0,0,0,0,0,0,0,7,4
SL1144,#A88040,#E8B157,23.12,7,0,0,0,0,0,0,0,0,0,0,11,1
SL1145,#986830,#E9A14B,28.95,6,0,0,0,0,0,0,0,0,0,0,10,3
SL1146,#805038,#E98F66,34.51,9,0,0,0,0,0,0,0,0,0,0,3,8
SL1147,#706048,#E5C694,41.7,13,0,0,0,0,0,0,0,0,0,0,6,1
SL1148,#786038,#E7B869,40.27,9,0,0,0,0,0,0,0,0,0,0,10,1
SL1149,#D09858,#E8A962,7.98,8,0,0,0,0,0,0,0,0,0,0,8,3
SL1150,#887848,#CFB76E,26.4,9,0,0,0,0,0,0,0,0,2,0,9,0
SL1151,#B89858,#E6BF6E,16.68,9,0,0,0,0,0,0,0,0,0,0,10,0
SL1152,#E0C080,#E6C57F,3.3,11,0,0,0,0,0,0,0,0,0,0,9,0
SL1153,#B0A8A8,#DCD1CF,15.22,18,0,0,0,0,0,0,0,1,0,0,0,1
SL1154,#9898A0,#BCBFC7,13.99,15,0,3,0,0,0,0,0,0,2,0,0,0
SL1155,#807888,#BAADC6,21.18,13,0,6,0,0,0,0,0,0,1,0,0,0
SL1156,#A090A0,#CEBCCF,16.47,15,0,4,0,0,0,0,1,0,0,0,0,0
SL1157,#989098,#D3C6D3,20.54,17,0,3,0,0,0,0,1,0,0,0,0,0
SL1158,#A8A0A8,#D3C6D3,14.6,17,0,3,0,0,0,0,1,0,0,0,0,0
SL1159,#707890,#717A92,1.01,6,0,7,0,0,0,0,0,0,7,0,0,0
SL1160,#808088,#B8B6C4,20.81,14,0,4,0,0,0,0,0,0,2,0,0,0
SL1161,#808098,#8888A2,3.27,8,0,7,0,0,0,0,0,0,5,0,0,0
SL1162,#808890,#98A3AC,9.85,13,0,0,0,0,6,0,0,0,1,0,0,0
SL1163,#707068,#E2E2D5,42.53,18,0,0,0,0,0,0,0,0,0,0,1,0
SL1164,#686878,#9898AE,18.8,10,0,6,0,0,0,0,0,0,4,0,0,0
SL1165,#687068,#C0CDBD,34.91,16,0,0,0,0,0,0,0,0,3,0,1,0
SL1166,#586870,#708490,10.88,7,0,5,0,0,0,0,0,0,8,0,0,0
SL1167,#585850,#D7D8C2,48.6,17,0,0,0,0,0,0,0,0,1,0,2,0
SL1168,#607080,#67788A,3.37,8,0,0,0,0,9,0,0,0,2,0,0,0
SL1169,#B0A0C8,#9A8EB0,8.38,9,0,8,0,0,0,0,0,0,3,0,0,0
SL1170,#9090B0,#83809F,6.42,7,0,8,0,0,0,0,0,0,5,0,0,0
SL1171,#8888B0,#737194,9.49,5,0,9,0,0,0,0,0,0,6,0,0,0
SL1172,#8080A0,#787997,3.29,6,0,8,0,0,0,0,0,0,6,0,0,0
SL1173,#8078A0,#7E789C,1.84,6,0,9,0,0,0,0,0,0,5,0,0,0
SL1174,#7878A0,#686A8C,6.82,4,0,9,0,0,0,0,0,0,7,0,0,0
SL1175,#887090,#94799E,4.56,10,0,0,0,0,4,0,0,6,0,0,0,0
SL1176,#806898,#9274AC,7.45,6,0,12,0,0,0,0,0,0,2,0,0,0
SL1177,#987088,#B98CA9,11.57,12,0,0,0,0,0,0,0,7,0,0,0,1
SL1178,#806880,#C4A2C4,24.12,12,0,6,0,0,0,0,2,0,0,0,0,0
SL1179,#686080,#7E789C,9.58,6,0,9,0,0,0,0,0,0,5,0,0,0
SL1180,#685070,#896A94,12.75,9,0,0,0,0,5,0,0,7,0,0,0,0
SL1181,#685868,#C6A5C5,33.28,13,0,6,0,0,0,0,2,0,0,0,0,0
SL1182,#504050,#C09AC1,40.87,11,0,7,0,0,0,0,2,0,0,0,0,0
SL1183,#604860,#BB89B9,32.62,9,0,8,0,0,0,0,3,0,0,0,0,0
SL1184,#504860,#897CA5,23.63,7,0,10,0,0,0,0,0,0,4,0,0,0
SL1185,#786078,#C09AC1,25.54,11,0,7,0,0,0,0,2,0,0,0,0,0
SL1186,#706878,#BAADC6,27.38,13,0,6,0,0,0,0,0,0,1,0,0,0
SL1187,#806870,#CBA5B1,25.3,14,0,0,0,0,0,0,0,4,0,0,0,2
